,Artist,Streams,Daily,As lead,Solo,As feature
1633,Grateful Dead,"1,325.4",0.002,"1,320.8","1,319.9",4.7
1634,Gabito Ballesteros,"1,324.8",3.430,166.1,57.7,"1,158.7"
1635,Keyshia Cole,"1,324.7",1.059,"1,055.0",596.5,269.7
1636,Axwell,"1,324.6",0.471,370.5,140.9,954.1
1637,Bob Seger,"1,323.8",1.005,"1,289.6","1,286.4",34.2
1638,MadMan,"1,323.7",0.313,656.4,345.7,667.3
1639,Mura Masa,"1,321.6",0.379,"1,206.2",174.6,115.4
1640,Natasha Bedingfield,"1,321.3",0.708,"1,132.9","1,084.8",188.4
1641,Placebo,"1,318.7",0.608,"1,318.7","1,273.9",
1642,Paulina Rubio,"1,318.1",0.652,991.3,855.3,326.8
1643,Nothing But Thieves,"1,317.4",1.082,"1,308.5","1,305.5",9.0
1644,Lijpe,"1,315.4",0.567,844.2,622.8,471.2
1645,Daughtry,"1,313.9",0.572,"1,311.8","1,292.1",2.1
1646,TAEYEON,"1,313.0",0.723,"1,196.5","1,094.9",116.5
1647,CORPSE,"1,312.7",0.888,"1,165.3",592.0,147.4
1648,Anahí,"1,311.4",1.252,104.4,77.0,"1,207.1"
1649,Twista,"1,310.2",0.643,682.9,220.9,627.3
1650,Silvestre Dangond,"1,309.4",0.661,"1,126.1",363.7,183.3
1651,SDP,"1,308.2",0.850,"1,241.5",645.8,66.7
1652,MC Davo,"1,307.4",0.761,890.9,316.6,416.5
1653,Bruno Major,"1,306.1",0.872,"1,293.3","1,293.3",12.8
1654,Cascada,"1,305.6",0.654,"1,286.3","1,075.8",19.3
1655,Mariah Angeliq,"1,305.5",0.619,270.5,127.1,"1,035.0"
1656,Kool & The Gang,"1,304.9",0.859,"1,293.0","1,288.3",11.9
1657,Eyedress,"1,304.9",2.180,"1,252.4",992.2,52.5
1658,R. City,"1,304.4",0.450,958.6,31.0,345.8
1659,Thousand Foot Krutch,"1,303.6",0.662,"1,303.6","1,288.0",
1660,Elle King,"1,303.2",0.634,"1,000.9",798.9,302.3
1661,Rachel Platten,"1,303.2",0.437,"1,288.2","1,272.9",15.0
1662,Vishal Dadlani,"1,303.1",2.153,349.3,47.4,953.9
1663,Al Green,"1,303.0",0.645,"1,269.9","1,233.4",33.1
1664,FLETCHER,"1,302.3",0.561,"1,070.0",843.8,232.3
1665,Elvis Crespo,"1,301.7",0.674,701.6,550.3,600.1
1666,Scooter,"1,301.2",0.725,"1,223.2","1,014.4",78.0
1667,Project Pat,"1,300.8",0.867,236.2,122.7,"1,064.6"
1668,B Praak,"1,300.6",2.277,848.5,186.9,452.1
1669,Dan Caplen,"1,300.3",0.368,58.9,30.9,"1,241.4"
1670,Killer Mike,"1,300.3",0.598,116.8,35.9,"1,183.4"
1671,Social House,"1,300.0",0.596,508.5,63.9,791.5
1672,Plain White T's,"1,299.7",0.493,"1,299.7","1,299.7",
1673,Russell Dickerson,"1,299.0",0.700,"1,213.7","1,062.8",85.3
1674,Sevn Alias,"1,297.8",0.258,751.4,343.3,546.4
1675,ItaloBrothers,"1,296.8",0.368,"1,229.2","1,059.6",67.6
1676,EARTHGANG,"1,296.2",0.469,503.8,238.5,792.4
1677,Dallass,"1,295.5",1.960,4.6,,"1,290.9"
1678,Ricky Montgomery,"1,295.5",1.030,"1,212.2","1,149.5",83.3
1679,Emily Warren,"1,293.9",0.135,23.8,22.1,"1,270.2"
1680,Royal Blood,"1,290.2",0.499,"1,283.4","1,276.4",6.7
1681,Alonzo,"1,289.3",0.589,782.0,411.9,507.3
1682,Lifehouse,"1,288.9",0.532,"1,288.9","1,236.2",
1683,A$AP Mob,"1,288.7",0.246,"1,277.2",14.5,11.5
1684,Lola Indigo,"1,288.6",1.211,848.1,176.3,440.6
1685,PXNDX,"1,287.8",0.794,"1,287.8","1,287.8",
1686,Aimyon,"1,287.7",0.961,"1,246.1","1,245.3",41.6
1687,Rich Music LTD,"1,287.1",0.691,"1,287.1",,
1688,Nikhita Gandhi,"1,286.5",1.342,31.4,5.0,"1,255.1"
1689,BANNERS,"1,286.5",0.623,"1,277.3","1,238.0",9.2
1690,Abraham Mateo,"1,284.9",1.036,886.3,173.3,398.6
1691,Bizzey,"1,283.9",0.301,666.7,21.3,617.1
1692,Dulce María,"1,282.6",1.244,93.9,75.6,"1,188.8"
1693,Yann Tiersen,"1,281.7",0.450,"1,281.3","1,230.6",0.4
1694,Gloria Gaynor,"1,279.9",0.833,"1,277.0","1,268.3",2.8
1695,Andy Williams,"1,279.2",0.186,"1,276.8","1,268.9",2.4
1696,Ace Hood,"1,279.1",0.452,"1,175.8",835.5,103.2
1697,Kansas,"1,278.4",0.721,"1,278.4","1,273.8",
1698,Daughter,"1,277.5",0.351,"1,277.1","1,275.4",0.4
1699,Lil' Kim,"1,277.4",0.577,366.8,254.3,910.6
1700,Pinguini Tattici Nucleari,"1,276.7",1.734,"1,171.6","1,171.6",105.0
1701,Eric Bellinger,"1,276.6",0.382,"1,089.4",312.8,187.2
1702,LX,"1,274.8",0.382,546.8,85.6,728.0
1703,Loredana,"1,274.2",0.244,940.0,405.9,334.2
1704,HRVY,"1,273.1",0.405,743.7,590.5,529.4
1705,Ray LaMontagne,"1,272.7",0.520,"1,272.7","1,177.1",
1706,Fernando & Sorocaba,"1,272.1",0.483,"1,019.4",540.7,252.6
1707,Lloyd,"1,271.7",0.629,749.1,348.2,522.6
1708,Pamungkas,"1,271.1",1.199,"1,263.6","1,231.3",7.5
1709,IVE,"1,269.8",2.268,"1,269.8","1,269.8",
1710,Christopher Jackson,"1,268.0",0.627,665.7,5.3,602.3
1711,Molotov,"1,267.3",0.742,"1,262.9","1,233.4",4.5
1712,Jonna Fraser,"1,266.7",0.391,583.0,113.8,683.7
1713,K.I.Z,"1,265.3",0.598,"1,185.3",953.4,80.0
1714,Seafret,"1,265.0",1.206,"1,265.0","1,113.6",
1715,Gorgon City,"1,264.7",0.772,972.5,139.0,292.1
1716,Rocco Hunt,"1,263.0",0.808,964.9,336.2,298.1
1717,James Hype,"1,262.0",1.156,"1,021.0",38.3,240.9
1718,Hoobastank,"1,260.8",0.808,"1,248.7","1,247.2",12.0
1719,RZA,"1,260.4",0.532,43.3,35.0,"1,217.1"
1720,Zeeba,"1,258.9",0.466,117.8,82.4,"1,141.2"
1721,Murda Beatz,"1,258.2",0.227,77.5,,"1,180.7"
1722,Bad Gyal,"1,255.4",3.052,957.5,493.5,297.9
1723,MOTi,"1,254.5",0.312,415.1,81.4,839.3
1724,Leto,"1,254.4",0.667,772.5,331.8,481.9
1725,Ivan Cornejo,"1,254.3",2.439,"1,018.2",849.1,236.1
1726,Pesado,"1,253.6",1.164,"1,253.6","1,055.5",
1727,The Walters,"1,251.8",1.241,"1,251.8","1,249.4",
1728,Teto,"1,251.7",1.608,791.4,470.3,460.3
1729,Run–D.M.C.,"1,251.0",0.576,"1,250.9",460.8,0.1
1730,back number,"1,250.2",1.229,"1,249.8","1,249.5",0.4
1731,Standly,"1,250.2",1.289,573.6,334.8,676.6
1732,JJ Lin,"1,250.1",0.621,"1,196.2","1,044.5",53.8
1733,Xzibit,"1,248.7",0.629,466.0,255.1,782.7
1734,Jadakiss,"1,248.2",0.794,238.7,61.8,"1,009.5"
1735,Tammi Terrell,"1,247.0",0.983,14.4,14.4,"1,232.6"
1736,RBD,"1,246.5",1.258,"1,220.1",22.0,26.5
1737,Omar Apollo,"1,245.8",0.992,"1,112.6",901.4,133.2
1738,Ina Wroldsen,"1,245.5",0.226,607.3,190.6,638.2
1739,Chase Rice,"1,244.9",0.353,"1,212.3","1,012.9",32.6
1740,The Paper Kites,"1,244.2",0.929,"1,244.2","1,127.3",
1741,Whethan,"1,243.8",0.760,975.4,10.0,268.4
1742,BloodPop®,"1,243.4",0.224,0.9,0.9,"1,242.5"
1743,Tujamo,"1,243.3",0.495,879.1,471.5,364.2
1744,Interpol,"1,241.3",0.496,"1,241.3","1,230.1",
1745,Bone Thugs-N-Harmony,"1,241.3",0.744,"1,106.0",781.1,135.2
1746,Josh Turner,"1,240.5",0.574,"1,231.4","1,183.3",9.1
1747,Killswitch Engage,"1,239.8",0.528,"1,159.2","1,127.4",80.6
1748,Vigiland,"1,239.0",0.195,"1,135.8",593.8,103.1
1749,Hov1,"1,238.5",0.870,"1,238.5","1,037.2",
1750,Djonga,"1,237.3",1.096,"1,025.2",83.0,212.0
1751,Robyn,"1,235.7",0.294,"1,063.5",922.7,172.2
1752,Tony Bennett,"1,235.0",0.433,"1,199.8",617.1,35.2
1753,Bishop Briggs,"1,233.1",0.415,"1,143.4","1,115.9",89.7
1754,Quebonafide,"1,232.5",0.572,691.5,156.8,540.9
1755,Capo,"1,231.7",0.435,714.7,410.2,517.0
1756,Third Eye Blind,"1,231.4",0.545,"1,231.4","1,229.7",
1757,Mike Williams,"1,230.8",0.249,605.0,209.9,625.8
1758,Sub Urban,"1,230.5",0.687,"1,205.8",759.4,24.7
1759,K.Flay,"1,230.2",0.505,935.6,779.0,294.6
1760,Felipe Amorim,"1,228.6",4.104,836.3,600.7,392.3
1761,Boosie Badazz,"1,226.9",0.454,822.0,393.3,404.9
1762,Shindy,"1,226.7",0.513,"1,033.3",731.5,193.4
1763,CeeLo Green,"1,226.5",0.529,767.8,695.7,458.7
1764,Eden Muñoz,"1,226.0",3.279,"1,001.4",789.2,224.6
1765,Faith Evans,"1,224.9",0.623,349.5,271.1,875.5
1766,Hillsong Young & Free,"1,223.0",0.438,"1,166.6",650.2,56.4
1767,Beach Bunny,"1,221.2",0.958,"1,209.8","1,185.2",11.4
1768,First Aid Kit,"1,219.8",0.409,"1,166.3","1,162.1",53.4
1769,Massive Attack,"1,218.4",0.549,"1,202.2","1,019.7",16.2
1770,LE SSERAFIM,"1,217.7",2.893,"1,217.7","1,098.6",
1771,Tulsi Kumar,"1,216.1",1.430,277.5,40.0,938.6
1772,Dzeko,"1,216.0",0.274,102.9,5.6,"1,113.1"
1773,Fito y Fitipaldis,"1,215.8",0.613,"1,127.7","1,081.2",88.1
1774,Håkan Hellström,"1,215.4",0.329,"1,130.8","1,066.4",84.7
1775,María José,"1,214.5",0.736,"1,062.2",802.2,152.3
1776,Paloma Mami,"1,213.4",0.478,678.1,663.8,535.3
1777,Surf Curse,"1,213.3",1.021,"1,213.3","1,207.5",
1778,BANKS,"1,212.9",0.215,"1,185.0","1,066.9",27.9
1779,Andy Rivera,"1,212.5",0.689,965.5,432.5,246.9
1780,NATHY PELUSO,"1,209.5",0.651,598.5,592.3,611.1
1781,Brandy,"1,209.4",0.600,965.2,509.8,244.2
1782,Roy Orbison,"1,209.2",0.659,"1,204.2","1,154.7",5.1
1783,Panteon Rococo,"1,209.0",0.579,"1,162.9",921.3,46.1
1784,Fuego,"1,208.4",0.500,920.8,344.4,287.6
1785,Murilo Huff,"1,208.3",1.621,"1,094.0",505.7,114.3
1786,O Rappa,"1,207.5",0.820,"1,207.5","1,176.7",
1787,Christian Chávez,"1,207.1",1.215,12.2,5.4,"1,194.8"
1788,AK AUSSERKONTROLLE,"1,206.0",0.618,961.9,515.5,244.2
1789,Edward Sharpe & The Magnetic Zeros,"1,205.4",0.443,"1,205.0","1,205.0",0.3
1790,King,"1,204.2",1.876,"1,122.5","1,049.7",81.7
1791,Sebastian Ingrosso,"1,203.6",0.388,483.8,40.6,719.8
1792,AOA,"1,203.3",0.349,239.1,236.4,964.2
1793,Tiakola,"1,203.2",3.198,546.9,369.1,656.3
1794,Los Inquietos Del Norte,"1,203.1",1.191,"1,198.9","1,189.5",4.2
1795,Cedric Gervais,"1,203.0",0.393,154.0,25.4,"1,049.0"
1796,Money Man,"1,202.0",0.816,"1,119.7",662.6,82.2
1797,Cultura Profética,"1,201.6",0.487,"1,077.8","1,064.9",123.8
1798,GOT7,"1,201.1",0.284,"1,201.1","1,185.4",
1799,Nando Reis,"1,200.2",0.615,915.8,583.1,284.4
1800,Sabrina Claudio,"1,199.4",0.404,"1,057.5",792.9,141.9
1801,Vaundy,"1,199.0",1.469,"1,131.3","1,123.5",67.7
1802,Landon Cube,"1,198.0",0.207,180.3,79.0,"1,017.7"
1803,Kina Grannis,"1,196.0",0.245,771.3,750.6,424.7
1804,Sofiane,"1,195.1",0.285,581.2,378.2,613.9
1805,Yo Yo Honey Singh,"1,193.8",2.101,854.3,483.3,339.5
1806,Grupo Niche,"1,193.7",1.064,"1,193.4","1,190.5",0.3
1807,Phantogram,"1,190.1",0.656,"1,154.6",843.6,35.5
1808,Shouse,"1,189.3",0.942,"1,189.1",634.3,0.1
1809,Yeah Yeah Yeahs,"1,188.9",0.653,"1,188.9",808.4,
1810,DAY6,"1,188.7",0.405,"1,188.7","1,188.7",
1811,TobyMac,"1,187.7",0.542,843.6,541.8,344.0
1812,Benny Benassi,"1,187.6",0.722,737.9,18.9,449.7
1813,Kendo Kaponi,"1,187.3",1.172,226.1,94.0,961.2
1814,Bakermat,"1,187.2",0.995,"1,097.8",733.8,89.3
1815,Shubh,"1,185.7",4.532,"1,185.7",994.2,
1816,112,"1,185.7",0.694,595.3,401.0,590.4
1817,Pinkfong,"1,185.2",0.964,"1,185.2","1,175.7",
1818,Racionais MC's,"1,184.4",1.058,"1,175.0","1,061.3",9.4
1819,La K'onga,"1,184.0",1.618,984.9,706.7,199.1
1820,Boza,"1,184.0",0.584,"1,043.8",813.2,140.1
1821,CamelPhat,"1,183.9",0.754,957.9,72.6,226.0
1822,Young Miko,"1,183.1",9.395,347.5,275.6,835.5
1823,Matt Simons,"1,182.0",0.294,"1,131.3",607.3,50.7
1824,HVME,"1,181.6",0.523,490.6,478.4,691.0
1825,Vasco Rossi,"1,181.1",0.593,"1,177.8","1,166.4",3.2
1826,John Mellencamp,"1,180.6",0.729,"1,180.6","1,157.1",
1827,Joey Montana,"1,179.4",0.259,"1,011.5",460.9,167.9
1828,Kunaal Vermaa,"1,178.6",1.839,1.4,,"1,177.2"
1829,Kasabian,"1,178.0",0.393,"1,173.6","1,169.2",4.4
1830,Fito Paez,"1,177.9",0.904,"1,124.0","1,005.4",53.9
1831,Omarion,"1,177.9",0.362,983.6,358.6,194.3
1832,Staind,"1,176.2",0.636,"1,176.2","1,176.2",
1833,Reykon,"1,175.0",0.239,933.0,372.8,241.9
1834,HUGEL,"1,174.7",1.029,560.4,76.0,614.3
1835,Diana Krall,"1,173.8",0.423,"1,064.4",886.2,109.4
1836,1nonly,"1,173.2",1.297,"1,103.0",552.2,70.2
1837,Slayer,"1,172.9",0.773,"1,172.9","1,169.7",
1838,Preme,"1,172.3",0.273,225.2,25.0,947.1
1839,Bugzy Malone,"1,172.2",0.438,775.6,510.9,396.7
1840,Kaaris,"1,171.0",0.469,"1,004.5",777.6,166.5
1841,Clinton Kane,"1,170.9",0.596,917.9,917.9,253.0
1842,sanah,"1,170.2",0.979,"1,102.6",762.3,67.6
1843,Dakota,"1,170.0",0.326,8.5,6.6,"1,161.5"
1844,Parson James,"1,169.9",0.303,149.5,140.3,"1,020.5"
1845,The Wiggles,"1,167.4",0.736,"1,160.0","1,128.0",7.5
1846,The Marías,"1,167.0",1.148,800.5,761.1,366.5
1847,Péricles,"1,166.2",1.092,899.4,704.0,266.8
1848,Jungle,"1,166.0",1.421,"1,133.2","1,060.0",32.9
1849,Jorge Drexler,"1,165.8",0.502,896.7,758.7,269.1
1850,Y2K,"1,165.3",0.259,"1,035.1",,130.2
1851,Carlos Baute,"1,164.6",0.631,"1,094.8",247.7,69.8
1852,MHD,"1,164.2",0.569,926.0,681.8,238.2
1853,The Mamas & The Papas,"1,163.5",1.170,"1,162.4","1,162.2",1.1
1854,Vegedream,"1,163.3",0.600,956.3,637.2,207.0
1855,Adam Lambert,"1,161.0",0.339,"1,005.6",949.1,155.4
1856,Zola,"1,160.5",0.883,"1,142.4",905.9,18.1
1857,Justin Moore,"1,160.1",0.585,"1,086.0","1,015.9",74.1
1858,Dayglow,"1,159.8",0.657,"1,159.8","1,158.9",
1859,King Gnu,"1,159.8",0.712,"1,159.8","1,159.8",
1860,Fujii Kaze,"1,159.5",1.796,"1,130.1","1,122.7",29.4
1861,Colby O'Donis,"1,159.2",0.833,66.2,13.9,"1,093.0"
1862,Motionless In White,"1,158.7",0.948,"1,146.7","1,000.1",12.0
1863,Pia Mia,"1,156.8",0.209,"1,020.9",363.2,135.9
1864,Ol' Dirty Bastard,"1,156.7",0.637,411.3,249.8,745.4
1865,Young Stoner Life,"1,156.1",0.404,768.4,,387.7
1866,Run The Jewels,"1,156.0",0.293,"1,015.1",40.4,140.9
1867,Skank,"1,155.6",0.800,"1,155.6","1,072.0",
1868,Gipsy Kings,"1,155.4",1.521,949.6,935.0,205.7
1869,Matthew Koma,"1,152.5",0.210,82.4,67.6,"1,070.1"
1870,Klaas,"1,152.2",0.544,640.5,408.5,511.7
1871,Lanek,"1,150.8",0.663,34.3,3.5,"1,116.5"
1872,Fredo,"1,148.5",0.421,594.5,378.3,553.9
1873,Pancho Barraza,"1,146.7",0.735,"1,032.8",688.5,114.0
1874,Broederliefde,"1,146.3",0.290,970.2,559.7,176.2
1875,Gus Dapperton,"1,145.1",0.266,400.6,394.6,744.6
1876,Hunter Hayes,"1,144.6",0.252,"1,121.2","1,039.5",23.4
1877,Gabriela Rocha,"1,144.6",1.372,857.1,735.8,287.4
1878,YFN Lucci,"1,144.6",0.173,906.0,291.1,238.5
1879,Yxng Bane,"1,144.3",0.201,394.6,237.4,749.7
1880,IZA,"1,143.9",2.499,981.1,633.9,162.8
1881,Bob Sinclar,"1,142.9",1.147,"1,077.0",164.3,65.9
1882,Leo Dan,"1,142.8",1.222,"1,142.2",699.5,0.6
1883,Casting Crowns,"1,142.7",0.526,"1,142.7","1,033.7",
1884,Darkiel,"1,142.4",0.740,316.2,165.9,826.2
1885,NATTAN,"1,139.8",1.937,706.9,458.6,432.9
1886,Ludwig van Beethoven,"1,139.5",0.656,"1,133.2",,6.3
1887,Dropkick Murphys,"1,139.0",0.376,"1,139.0","1,132.0",
1888,KitschKrieg,"1,138.8",0.347,417.8,,721.0
1889,Patricio Rey y sus Redonditos de Ricota,"1,138.4",0.785,"1,138.4","1,138.4",
1890,Jaani,"1,138.2",1.389,66.7,0.2,"1,071.5"
1891,Lagum,"1,137.1",0.852,"1,079.4",656.1,57.7
1892,Helene Fischer,"1,136.6",0.476,"1,032.5",873.5,104.1
1893,Neto Peña,"1,136.5",0.808,399.3,159.3,737.1
1894,King Princess,"1,135.9",0.245,"1,115.0","1,077.1",20.9
1895,Sam Fischer,"1,134.4",0.502,"1,044.4",729.0,90.0
1896,Aimer,"1,133.7",0.715,"1,057.5","1,005.6",76.3
1897,Ólafur Arnalds,"1,131.7",0.389,"1,023.3",684.7,108.4
1898,J-AX,"1,129.7",0.290,893.9,272.6,235.8
1899,Zuna,"1,127.5",0.352,588.6,257.5,538.9
1900,Klingande,"1,126.8",0.297,"1,038.1",622.7,88.7
1901,NEIKED,"1,126.4",0.398,"1,091.7",2.1,34.7
1902,Deepend,"1,126.4",0.520,318.3,47.0,808.1
1903,Veysel,"1,126.3",0.249,764.7,472.6,361.6
1904,Mijares,"1,126.1",0.582,"1,018.6",928.2,107.6
1905,Yung Lean,"1,126.1",0.820,"1,036.6",878.2,89.5
1906,Whitesnake,"1,126.1",0.534,"1,126.1","1,109.1",
1907,The Animals,"1,124.9",0.605,"1,124.9","1,118.2",
1908,Veigh,"1,124.8",5.704,862.1,10.8,262.7
1909,Joe Cocker,"1,122.7",0.566,"1,115.7",835.5,7.1
1910,Redman,"1,121.0",0.493,277.8,215.6,843.2
1911,Michael Kiwanuka,"1,120.5",0.552,"1,108.0","1,048.4",12.5
1912,Billie Holiday,"1,120.2",0.568,"1,052.7",926.8,67.5
1913,Men At Work,"1,119.8",0.780,"1,119.8","1,119.8",
1914,Jay Park,"1,119.6",0.559,830.3,296.8,289.3
1915,James Brown,"1,118.4",0.472,"1,101.5",878.0,16.9
1916,Maneva,"1,117.8",0.788,"1,086.7",932.4,31.1
1917,Auli'i Cravalho,"1,117.4",0.625,746.3,645.5,371.1
1918,Mc Paiva ZS,"1,116.9",2.469,764.4,37.8,352.5
1919,Regina Spektor,"1,116.5",0.345,"1,054.4","1,026.6",62.1
1920,Raí Saia Rodada,"1,116.2",0.501,952.6,741.5,163.6
1921,Passion Pit,"1,114.9",0.227,"1,017.3",990.6,97.6
1922,Mecano,"1,112.9",0.726,"1,112.9","1,111.9",
1923,Tay-K,"1,112.5",0.795,"1,112.5",899.2,
1924,Baco Exu do Blues,"1,111.2",1.754,936.6,502.9,174.6
1925,Jão,"1,111.2",2.323,"1,010.3",950.5,100.9
1926,Zezé Di Camargo & Luciano,"1,110.5",0.937,972.1,931.2,138.4
1927,Zack Tabudlo,"1,109.9",1.642,"1,100.0",990.7,10.0
1928,Lvbel C5,"1,109.1",1.379,879.6,559.5,229.5
1929,Janieck,"1,108.7",0.461,161.1,78.8,947.7
1930,Remmy Valenzuela,"1,108.5",0.571,"1,087.1","1,086.3",21.4
1931,Eduardo Costa,"1,108.0",0.800,735.4,626.6,372.6
1932,Stevie Nicks,"1,107.8",0.645,860.2,753.6,247.5
1933,Hoodie Allen,"1,107.0",0.266,936.8,437.2,170.2
1934,Barry White,"1,107.0",0.583,"1,073.7","1,064.6",33.4
1935,Tenacious D,"1,106.7",0.486,"1,106.7","1,106.6",
1936,Rahat Fateh Ali Khan,"1,106.6",1.664,780.3,178.8,326.2
1937,Ado,"1,106.5",1.434,"1,096.0","1,075.9",10.5
1938,Naughty Boy,"1,105.7",0.323,"1,076.4",,29.3
1939,The Supremes,"1,105.2",0.495,"1,105.1","1,095.0",0.1
1940,Joe,"1,105.0",0.555,607.1,488.5,497.8
1941,Lilly Wood and The Prick,"1,104.2",0.450,"1,104.2","1,068.5",
1942,Irama,"1,104.1",0.730,997.5,819.0,106.6
1943,Surf Mesa,"1,103.5",0.386,"1,070.7",5.5,32.8
1944,Duman,"1,103.4",0.697,"1,103.4","1,103.4",
1945,Vicentico,"1,103.0",0.589,959.6,868.4,143.3
1946,Rob Thomas,"1,103.0",0.575,757.6,750.3,345.3
1947,D12,"1,101.8",0.558,863.0,774.0,238.9
1948,Neo Beats,"1,101.6",0.782,11.4,1.7,"1,090.2"
1949,Ryan Riback,"1,101.3",0.068,37.1,14.1,"1,064.1"
1950,Cookin' On 3 Burners,"1,100.9",0.391,47.0,10.6,"1,053.9"
1951,Sam Fender,"1,100.6",0.789,"1,100.6","1,077.5",
1952,The Cars,"1,099.9",0.714,"1,099.9","1,099.7",
1953,Neck Deep,"1,099.7",0.638,"1,097.5","1,035.0",2.2
1954,Sam Martin,"1,098.1",0.240,7.4,5.9,"1,090.8"
1955,Gaab,"1,097.3",0.649,411.2,169.1,686.1
1956,Tash Sultana,"1,095.1",0.389,"1,008.3",992.6,86.8
1957,Anson Seabra,"1,094.8",0.532,"1,091.9","1,083.5",2.9
1958,The Shins,"1,094.7",0.422,"1,094.7","1,091.6",
1959,Snelle,"1,094.4",0.391,817.3,503.9,277.1
1960,cakal,"1,093.5",1.804,843.3,563.0,250.2
1961,Sagopa Kajmer,"1,093.0",0.773,"1,029.6",936.1,63.4
1962,Too $hort,"1,092.1",0.446,477.9,295.3,614.2
1963,Gilberto Santa Rosa,"1,092.1",0.667,935.2,884.5,156.8
1964,Mozzy,"1,091.7",0.418,671.5,195.1,420.2
1965,Kip Moore,"1,091.7",0.392,"1,091.7","1,079.7",
1966,Ivete Sangalo,"1,091.0",0.338,758.0,446.3,332.9
1967,Mark Forster,"1,090.0",0.357,"1,028.2",778.8,61.8
1968,Kool Savas,"1,089.7",0.328,857.5,303.8,232.2
1969,Brothers Osborne,"1,088.4",0.581,917.4,910.1,171.0
1970,SUGA,"1,087.4",0.851,,,"1,087.4"
1971,Parov Stelar,"1,087.1",0.386,"1,061.9",652.8,25.2
1972,Eve,"1,087.1",0.953,"1,085.0","1,010.6",2.1
1973,Vacations,"1,086.6",1.598,"1,085.2","1,083.0",1.5
1974,Hannah Montana,"1,086.5",0.489,"1,083.8",978.4,2.7
1975,Sampha,"1,086.3",0.404,346.4,346.4,740.0
1976,Trettmann,"1,086.0",0.312,646.8,,439.1
1977,PRETTYMUCH,"1,084.3",0.216,"1,083.8",829.3,0.6
1978,Asees Kaur,"1,083.0",1.342,144.4,19.0,938.6
1979,Kevin,"1,081.5",0.434,688.7,235.4,392.8
1980,La Factoria,"1,081.1",0.594,464.0,104.9,617.2
1981,Rob Zombie,"1,080.6",0.921,"1,079.7","1,027.0",0.8
1982,Maverick City Music,"1,080.2",1.195,735.1,15.4,345.2
1983,Crystal Castles,"1,079.6",1.341,"1,079.6","1,004.1",
1984,Starley,"1,078.5",0.139,"1,064.3",139.3,14.2
1985,Stereophonics,"1,076.8",0.430,"1,070.9","1,070.9",5.9
1986,Lauana Prado,"1,076.8",1.150,934.1,581.4,142.6
1987,Einár,"1,076.6",0.752,715.7,484.5,360.8
1988,CADE,"1,076.0",0.133,36.9,31.7,"1,039.1"
1989,Marcos & Belutti,"1,075.5",0.282,"1,038.3",529.0,37.2
1990,Kelis,"1,075.3",0.467,608.4,481.9,466.9
1991,Adolescent's Orquesta,"1,074.7",1.109,"1,074.7","1,074.2",
1992,Quintino,"1,074.7",0.274,424.1,221.5,650.6
1993,Michael Bolton,"1,074.6",0.484,924.4,855.2,150.2
1994,Brenda Lee,"1,073.3",0.153,"1,073.2","1,072.7",0.2
1995,Marcianeke,"1,073.2",0.647,291.9,154.6,781.3
1996,Vitor Kley,"1,073.0",0.481,782.4,453.1,290.6
1997,FKA twigs,"1,072.3",0.348,711.5,555.0,360.8
1998,"Hank Williams, Jr.","1,071.8",0.685,"1,035.7",967.5,36.2
1999,Ben E. King,"1,071.4",0.800,"1,067.6","1,067.5",3.8
2000,Koe Wetzel,"1,071.0",1.009,"1,042.4",990.6,28.7
2001,iKON,"1,070.5",0.341,"1,070.5","1,070.5",
2002,Bill Evans,"1,070.0",0.405,776.6,548.5,293.4
2003,Ovi,"1,069.2",1.113,500.3,30.2,569.0
2004,Nightcrawlers,"1,068.8",0.462,182.1,140.3,886.7
2005,Ari Lennox,"1,068.8",0.422,656.2,422.8,412.6
2006,Take That,"1,068.5",0.437,"1,049.8",988.4,18.7
2007,Giggs,"1,068.0",0.278,416.8,170.6,651.2
2008,Madcon,"1,064.6",0.402,938.1,466.7,126.5
2009,dvsn,"1,064.2",0.223,935.9,759.2,128.3
2010,Shy Glizzy,"1,064.1",0.507,488.9,296.2,575.2
2011,Jordin Sparks,"1,064.1",0.433,931.6,464.6,132.5
2012,The Knocks,"1,064.0",0.327,647.2,42.0,416.8
2013,Gnarls Barkley,"1,063.7",0.703,"1,063.7","1,063.7",
2014,"Héctor ""El Father""","1,060.9",0.840,757.6,269.0,303.3
2015,Jerry Smith,"1,060.5",0.185,460.9,239.2,599.7
2016,Di Propósito,"1,060.4",1.072,543.5,266.5,516.8
2017,Super Yei,"1,059.9",0.547,"1,056.0",44.0,3.9
2018,Ying Yang Twins,"1,059.8",0.515,377.2,138.2,682.6
2019,Sheila On 7,"1,059.6",1.294,"1,059.6","1,059.6",
2020,Rico Nasty,"1,059.5",0.481,525.7,420.7,533.9
2021,Atitude 67,"1,059.4",0.424,915.5,787.5,144.0
2022,Jessie Ware,"1,059.0",0.364,945.0,857.3,114.0
2023,Porter Robinson,"1,058.4",0.331,"1,013.5",511.2,45.0
2024,Commodores,"1,058.2",0.559,"1,058.2","1,058.2",
2025,JoJo,"1,058.0",0.389,"1,002.9",832.7,55.2
2026,Echosmith,"1,057.7",0.288,997.0,957.0,60.7
2027,SFR,"1,057.2",0.436,,,"1,057.2"
2028,Em Beihold,"1,057.2",2.208,362.9,361.8,694.2
